EVENT_UNIQUE_ID,OCCURRENCE_YEAR,LOCATION_TYPE,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS
GO-20221379473,2022,Other Commercial / Corporate Places,None,None,None,Spanish,None,None,None
GO-20221382749,2022,NA,None,Black,None,None,None,None,None
GO-20221398643,2022,"Open Area, Park or Parking Lot",None,None,None,None,None,Gay,None
GO-20221444222,2022,Streets/Roadways/Highway,None,"Black, East/Southeast Asian",None,None,Jewish,None,None
GO-20221458643,2022,Streets/Roadways/Highway,None,None,Other Ethnicity not mentioned,None,None,None,None
GO-20221459051,2022,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20221537550,2022,NA,None,None,None,None,None,Gay,None
GO-20229031577,2022,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20221550771,2022,"Open Area, Park or Parking Lot",None,Black,None,None,Jewish,None,None
GO-20221559416,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,Transgender
GO-20221592493,2022,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-20221873069,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221593831,2022,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20221601090,2022,Religious Place of Worship/Cultural Centre,None,None,None,None,Christian Orthodox,None,None
GO-20221643379,2022,Streets/Roadways/Highway,None,None,Ukrainian,None,None,None,None
GO-20221665645,2022,"Open Area, Park or Parking Lot",None,None,None,None,None,2SLGBTQ+,None
GO-20221659442,2022,Streets/Roadways/Highway,None,South Asian,None,None,None,None,None
GO-20221696014,2022,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20221679603,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221694295,2022,Streets/Roadways/Highway,None,"Black, South Asian",None,None,None,None,None
GO-20221838143,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20221760894,2022,"Medical Facility (Hospitals, Long-term Care, etc.)",None,Black,None,None,Jewish,None,None
GO-20221739482,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,South Asian,None,None,None,None,None
GO-20221793000,2022,"Open Area, Park or Parking Lot",None,None,None,None,None,2SLGBTQ+,None
GO-20221745185,2022,"Open Area, Park or Parking Lot",None,Indigenous,None,None,None,None,None
GO-20221782251,2022,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20221779281,2022,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20221796343,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Muslim,None,None
GO-20221803072,2022,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20221813311,2022,Streets/Roadways/Highway,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20221833424,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20221879948,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,Lesbian,None
GO-20221847895,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,East/Southeast Asian,None,None,None,None,None
GO-20221888376,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221851240,2022,Streets/Roadways/Highway,None,None,African,None,None,None,None
GO-20221863196,2022,Streets/Roadways/Highway,None,None,None,None,Muslim,None,None
GO-20221873002,2022,Streets/Roadways/Highway,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20221921872,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221901808,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,2SLGBTQ+,None
GO-20221903176,2022,Streets/Roadways/Highway,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20231620342,2022,Streets/Roadways/Highway,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20221924212,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20222124660,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221967641,2022,Streets/Roadways/Highway,None,Black,None,None,None,Gay,None
GO-20221989521,2022,Public Transportation,None,None,Indian,None,None,None,None
GO-20221984389,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-20222048836,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20222026586,2022,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20222027706,2022,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20222036569,2022,NA,None,"Black, Latino",None,None,None,None,None
GO-20222041116,2022,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20222055323,2022,Streets/Roadways/Highway,None,None,Chinese,None,None,None,None
GO-20222065012,2022,Public Transportation,None,None,Mexican,None,None,None,None
GO-20222058978,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20222067930,2022,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-20222076079,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20222070422,2022,Streets/Roadways/Highway,None,Black,None,None,Muslim,None,None
GO-20222085547,2022,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20222110165,2022,Streets/Roadways/Highway,None,None,"Indian, Filipino",None,None,None,None
GO-20222123183,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,South Asian,None,None,None,None,None
GO-20222121068,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,None
GO-20222120993,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20222128867,2022,Public Transportation,None,"Black, East/Southeast Asian",None,None,Jewish,None,None
GO-20222185958,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Catholic,None,None
GO-20222380550,2022,Streets/Roadways/Highway,None,Black,None,None,Jewish,None,None
GO-20222158759,2022,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20222166300,2022,Religious Place of Worship/Cultural Centre,None,Black,None,None,Jewish,None,None
GO-20222169419,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20222173455,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20229044398,2022,Public Transportation,None,None,Chinese,None,None,None,Woman
GO-20222250701,2022,"Open Area, Park or Parking Lot",None,None,None,None,None,Gay,None
GO-20222213069,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20222418948,2022,NA,None,Black,None,None,None,None,Woman
GO-20222215025,2022,Streets/Roadways/Highway,None,Black,None,None,None,None,Woman
GO-20222220789,2022,Public Transportation,None,Black,None,None,None,None,None
GO-20222233727,2022,Streets/Roadways/Highway,None,South Asian,None,None,None,None,None
GO-20229046712,2022,NA,None,South Asian,None,None,None,None,None
GO-20222291986,2022,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,Black,None,None,None,2SLGBTQ+,None
GO-20222312520,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20222332464,2022,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20222347560,2022,Public Transportation,None,Black,None,None,None,None,None
GO-20222366983,2022,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20222372595,2022,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20222389457,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20222443220,2022,Religious Place of Worship/Cultural Centre,None,None,None,None,Muslim,None,None
GO-20222406667,2022,Streets/Roadways/Highway,None,None,None,None,Muslim,None,None
GO-20222416930,2022,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20222424517,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20222457363,2022,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20222484145,2022,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-20222497900,2022,Non-Commercial/Non for Profit,None,Black,None,None,None,None,None
GO-20222493476,2022,Public Transportation,None,None,None,None,None,2SLGBTQ+,None
GO-20222499251,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,"Jewish, Muslim",None,None
GO-20222536246,2022,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-202333937,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20222518870,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-2023119495,2022,NA,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20222539859,2022,Public Transportation,None,None,Latino,None,None,None,None
GO-20222551489,2022,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20233085,2023,"Open Area, Park or Parking Lot",None,Black,None,None,Jewish,None,None
GO-20232510,2023,Public Transportation,None,None,Mexican,None,None,None,None
GO-2023142662,2023,Public Transportation,None,None,Indian,None,Hindu,None,None
GO-202310469,2023,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-202318618,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-202317818,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-2023107637,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-2023112366,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-2023127669,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20239002996,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Anglican,None,None
GO-2023133656,2023,Public Transportation,None,None,None,None,Sikh,None,None
GO-2023215949,2023,Other Commercial / Corporate Places,None,None,Chinese,None,None,None,None
GO-2023216443,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-2023217796,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,None
GO-2023226901,2023,Public Transportation,None,"Black, South Asian",None,None,None,None,None
GO-20231676647,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,Japanese,None,Jewish,None,None
GO-2023273959,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-2023264681,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-2023282664,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,Ukrainian,None,None,None,None
GO-2023293797,2023,Public Transportation,None,None,None,None,Jewish,None,None
GO-2023309219,2023,Public Transportation,None,Black,None,None,None,None,None
GO-2023345006,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-2023336859,2023,NA,None,Black,None,None,None,None,None
GO-2023335136,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,Indian,None,None,None,None
GO-2023338915,2023,Public Transportation,None,Latino,None,None,None,None,None
GO-2023357465,2023,"Open Area, Park or Parking Lot",None,None,None,None,"Jewish, Muslim",None,None
GO-2023378214,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-2023355019,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2023359536,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-2023633936,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,Transgender
GO-2023390506,2023,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-2023404974,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Sikh,None,None
GO-2023412151,2023,Public Transportation,None,None,None,None,Muslim,None,None
GO-2023643445,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-2023442586,2023,Business/Retail,None,East/Southeast Asian,None,None,None,None,None
GO-2023479267,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023811852,2023,Other Commercial / Corporate Places,None,None,Palestinian,None,None,None,None
GO-2023486305,2023,Business/Retail,None,Black,Chinese,None,None,None,None
GO-2023532788,2023,Public Transportation,None,Black,None,None,None,None,None
GO-2023537138,2023,Public Transportation,None,None,None,None,Muslim,None,None
GO-2023541026,2023,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-2023619889,2023,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-2023642814,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023581837,2023,Public Transportation,None,None,None,None,None,Gay,None
GO-2023573490,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-2023574434,2023,Public Transportation,None,None,None,None,None,2SLGBTQ+,None
GO-2023572917,2023,Business/Retail,None,None,Indian,None,None,None,None
GO-2023619892,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-2023612381,2023,Religious Place of Worship/Cultural Centre,None,None,Chinese,None,None,None,None
GO-2023619498,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,Indian,None,None,None,None
GO-2023703893,2023,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-2023642310,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023637470,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2023674496,2023,Public Transportation,None,South Asian,None,None,None,None,None
GO-2023689241,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023683940,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023696807,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Muslim,None,None
GO-2023697129,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023709420,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-2023716706,2023,Streets/Roadways/Highway,None,None,Chinese,None,None,None,None
GO-2023726179,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,Gay,None
GO-2023738007,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-2023736462,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,None,Transgender
GO-2023744153,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-2023795213,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-2023749762,2023,Business/Retail,None,None,None,None,Muslim,None,None
GO-2023750409,2023,Public Transportation,None,None,None,None,Jewish,None,None
GO-2023786247,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,None,None,Muslim,None,None
GO-2023811844,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Muslim,None,None
GO-2023811857,2023,Other Commercial / Corporate Places,None,None,None,None,Muslim,None,None
GO-2023763715,2023,Streets/Roadways/Highway,None,None,None,None,Muslim,None,None
GO-2023783436,2023,NA,None,None,None,None,Jewish,None,None
GO-2023788284,2023,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-2023793407,2023,NA,None,None,None,None,Jewish,None,None
GO-2023793513,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2023834131,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-2023818678,2023,Streets/Roadways/Highway,None,Black,None,None,Jewish,None,None
GO-2023837002,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-2023828505,2023,Business/Retail,None,None,None,None,None,Gay,None
GO-2023821611,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-2023823508,2023,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-2023827355,2023,"Open Area, Park or Parking Lot",None,None,Chinese,None,None,None,None
GO-2023834035,2023,Public Transportation,None,None,None,None,Jewish,None,None
GO-2023850969,2023,Other Commercial / Corporate Places,None,White,None,None,None,None,None
GO-2023865018,2023,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-2023855444,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023858130,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,Black,None,None,Jewish,None,None
GO-2023867588,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023914207,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023877756,2023,Other Commercial / Corporate Places,None,South Asian,None,None,None,None,None
GO-2023879143,2023,Streets/Roadways/Highway,None,White,None,None,None,None,None
GO-2023907303,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231870009,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,Korean,None,None,None,None
GO-2023906210,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Other race not mentioned,Ukrainian,None,None,None,None
GO-2023920059,2023,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-2023928266,2023,"Open Area, Park or Parking Lot",None,None,None,None,None,Gay,None
GO-2023940308,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2023970120,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,None
GO-2023987725,2023,NA,None,None,None,None,Sikh,None,None
GO-2023999928,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231038997,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,"White, East/Southeast Asian",None,None,None,None,None
GO-20231024916,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,Gay,None
GO-20231043361,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Muslim,None,None
GO-20231087247,2023,Other Commercial / Corporate Places,None,East/Southeast Asian,Filipino,None,None,None,None
GO-20231053126,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20231073491,2023,Public Transportation,None,None,None,None,Sikh,None,None
GO-20239021208,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20231096805,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231104962,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231096939,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20231114712,2023,"Medical Facility (Hospitals, Long-term Care, etc.)",None,None,None,None,Jewish,None,None
GO-20231109153,2023,Public Transportation,None,None,None,None,None,None,None
GO-20231114880,2023,Public Transportation,None,None,None,None,Jewish,None,None
GO-20231147993,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-20231155499,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20231293161,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Hindu,None,None
GO-20231157039,2023,Public Transportation,None,None,None,None,Muslim,None,None
GO-20231202830,2023,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20231175301,2023,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20231175888,2023,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20231210136,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20231189315,2023,Public Transportation,None,None,None,None,None,2SLGBTQ+,None
GO-20231185777,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Muslim,None,None
GO-20231183602,2023,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20231209510,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231298939,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20231260005,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20231251309,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,Jewish,None,None
GO-20231280722,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20231268874,2023,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20231261044,2023,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20231260730,2023,Streets/Roadways/Highway,None,None,None,None,None,2SLGBTQ+,None
GO-20231283850,2023,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-20231449780,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20231295647,2023,"Open Area, Park or Parking Lot",None,East/Southeast Asian,None,None,None,None,None
GO-20231300435,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,Chinese,None,None,None,None
GO-20231309062,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,None,2SLGBTQ+,None
GO-20231605325,2023,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-20231356007,2023,Streets/Roadways/Highway,None,"Black, Indigenous",None,None,None,None,None
GO-20231380501,2023,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20231343730,2023,Streets/Roadways/Highway,None,None,None,None,None,Lesbian,None
GO-20231455052,2023,Streets/Roadways/Highway,None,None,Indian,None,None,None,None
GO-20231363081,2023,"Open Area, Park or Parking Lot",None,East/Southeast Asian,None,None,None,None,None
GO-20231335303,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20231340470,2023,Non-Commercial/Non for Profit,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20231345915,2023,Public Transportation,None,None,None,None,None,2SLGBTQ+,None
GO-20231347787,2023,Business/Retail,None,None,None,None,None,2SLGBTQ+,None
GO-20231363077,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20231369939,2023,Streets/Roadways/Highway,None,South Asian,None,None,None,None,None
GO-20231384381,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20231381111,2023,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20231399164,2023,Public Transportation,None,East/Southeast Asian,None,None,None,None,None
GO-20231400254,2023,Public Transportation,None,Black,None,None,None,None,None
GO-20231409921,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,Gay,None
GO-20231407306,2023,Public Transportation,None,None,None,None,None,2SLGBTQ+,None
GO-20231406910,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231415909,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,2SLGBTQ+,None
GO-20231419493,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20231447944,2023,Public Transportation,None,None,None,None,None,Gay,None
GO-20231451429,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20231451228,2023,Public Transportation,None,South Asian,None,None,None,None,None
GO-20231456517,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20231464688,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20231475506,2023,Public Transportation,None,None,None,None,Jewish,None,None
GO-20231492183,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231503505,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231498048,2023,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20231547792,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20231567084,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20231901697,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,Black,None,None,None,None,None
GO-20232232318,2023,Other Commercial / Corporate Places,None,None,Indian,None,None,None,None
GO-20231525046,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20231521988,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20231525034,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20231592541,2023,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20231540703,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20231563967,2023,Public Transportation,None,Black,None,None,None,None,None
GO-20231577211,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231577831,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231589373,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20231610731,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,None
GO-20231605426,2023,Other Commercial / Corporate Places,None,East/Southeast Asian,None,None,None,None,None
GO-20231604881,2023,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20231628239,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20231644484,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20231731898,2023,Public Transportation,None,None,None,None,Jewish,None,None
GO-20231681566,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20231677631,2023,"Open Area, Park or Parking Lot",None,None,Russian,None,None,None,None
GO-20231691189,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Muslim,None,None
GO-20231699935,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,None,None,Jewish,None,None
GO-20231713322,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,None,None,None
GO-20231838398,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20231741898,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20231747804,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
